Series_reference,Period,Data_value,UNITS,Subject,Group,Series_title_1,Series_title_2
ECTM.S1AII131,2015.06,110.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2015.07,147.6,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2015.08,134.7,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2015.09,108,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2015.1,108.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2015.11,110.4,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2015.12,117.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2016.01,95.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2016.02,103.3,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2016.03,97,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2016.04,93.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2016.05,105.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2016.06,99.4,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2016.07,113.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2016.08,124.6,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2016.09,98.4,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2016.1,94.3,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2016.11,106.7,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2016.12,107.4,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2017.01,87,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2017.02,95.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2017.03,92.8,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2017.04,78.4,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2017.05,105.3,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2017.06,92.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2017.07,101.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2017.08,119.3,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2017.09,91.6,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2017.1,91.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2017.11,104,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2017.12,100.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2018.01,82.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2018.02,89.7,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2018.03,85.8,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2018.04,77.8,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2018.05,99.6,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2018.06,84.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2018.07,94,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2018.08,113.2,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2018.09,83.8,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2018.1,87.2,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2018.11,97.3,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2018.12,93.3,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2019.01,75.3,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2019.02,82.2,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2019.03,76.6,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2019.04,72.2,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2019.05,92.8,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2019.06,74.6,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2019.07,86.6,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2019.08,98.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2019.09,75.4,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2019.1,76.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2019.11,80.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2019.12,73.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2020.01,61.6,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2020.02,70.1,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2020.03,55.5,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2020.04,3.2,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1AII131,2020.05,52.9,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2007.03,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2007.04,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2007.05,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2007.06,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2007.07,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2007.08,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2007.09,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2007.1,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2007.11,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2007.12,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2008.01,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2008.02,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2008.03,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2008.04,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2008.05,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2008.06,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2008.07,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2008.08,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2008.09,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2008.1,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2008.11,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2008.12,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2009.01,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2009.02,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2009.03,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2009.04,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2009.05,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2009.06,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2009.07,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2009.08,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2009.09,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2009.1,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2009.11,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2009.12,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2010.01,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2010.02,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2010.03,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2010.04,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2010.05,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2010.06,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2010.07,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2010.08,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2010.09,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2010.1,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2010.11,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2010.12,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2011.01,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2011.02,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2011.03,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2011.04,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2011.05,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2011.06,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2011.07,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2011.08,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2011.09,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2011.1,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2011.11,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2011.12,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2012.01,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2012.02,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2012.03,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2012.04,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2012.05,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2012.06,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2012.07,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2012.08,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2012.09,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2012.1,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2012.11,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2012.12,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2013.01,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
ECTM.S1SII131,2013.02,Could not be seasonally adjusted,Dollars,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
